problem,module,changed_param,config_name,result_file,status,objective_value,solution_Z,runtime_pipeline,runtime_total,changed_count,changed_param_path,base_value,param_value,config_file,rank_in_problem_module_param
micp1,bias,,bias_reward_step_0.1,output\param_comp\bias\bias_reward_step_0.1__problem_micp_1.json,feasible,5757.816667,5757.816667,125.30262660980225,125.30262660980225,0,,,,D:\codes\Python\CIC\config\bias\bias_reward_step_0.1.json,1.0
micp1,bias,elite_reward_step,bias_elite_reward_step_0.02,output\param_comp\bias\bias_elite_reward_step_0.02__problem_micp_1.json,feasible,5757.816667,5757.816667,165.32875323295593,165.32875323295593,1,iterative_config.bias_update_config.elite_reward_step,0.05,0.02,D:\codes\Python\CIC\config\bias\bias_elite_reward_step_0.02.json,1.0
micp1,bias,pair_penalty_step,bias_pair_penalty_step_0.3,output\param_comp\bias\bias_pair_penalty_step_0.3__problem_micp_1.json,feasible,5757.816667,5757.816667,127.29815793037415,127.29815793037415,1,iterative_config.bias_update_config.pair_penalty_step,0.15,0.3,D:\codes\Python\CIC\config\bias\bias_pair_penalty_step_0.3.json,1.0
micp1,bias,penalty_step,bias_penalty_step_0.1,output\param_comp\bias\bias_penalty_step_0.1__problem_micp_1.json,feasible,5757.816667,5757.816667,125.78882646560669,125.78882646560669,1,iterative_config.bias_update_config.penalty_step,0.2,0.1,D:\codes\Python\CIC\config\bias\bias_penalty_step_0.1.json,1.0
micp1,bias,reward_step,bias_reward_step_0.05,output\param_comp\bias\bias_reward_step_0.05__problem_micp_1.json,feasible,5757.816667,5757.816667,126.12160229682922,126.12160229682922,1,iterative_config.bias_update_config.reward_step,0.1,0.05,D:\codes\Python\CIC\config\bias\bias_reward_step_0.05.json,1.0
micp1,candidate,,candidate_min_hamming_distance_2,output\param_comp\candidate\candidate_min_hamming_distance_2__problem_micp_1.json,feasible,5757.816667,5757.816667,125.0075843334198,125.0075843334198,0,,,,D:\codes\Python\CIC\config\candidate\candidate_min_hamming_distance_2.json,1.0
micp1,candidate,far_bonus,candidate_far_bonus_0.0,output\param_comp\candidate\candidate_far_bonus_0.0__problem_micp_1.json,feasible,5757.816667,5757.816667,157.80167508125305,157.80167508125305,1,iterative_config.candidate_config.far_bonus,0.02,0,D:\codes\Python\CIC\config\candidate\candidate_far_bonus_0.0.json,1.0
micp1,candidate,min_far_candidates,candidate_min_far_candidates_4,output\param_comp\candidate\candidate_min_far_candidates_4__problem_micp_1.json,feasible,5757.816667,5757.816667,127.15869140625,127.15869140625,1,iterative_config.candidate_config.min_far_candidates,2,4,D:\codes\Python\CIC\config\candidate\candidate_min_far_candidates_4.json,1.0
micp1,candidate,min_hamming_distance,candidate_min_hamming_distance_1,output\param_comp\candidate\candidate_min_hamming_distance_1__problem_micp_1.json,feasible,5757.816667,5757.816667,128.51203870773315,128.51203870773315,1,iterative_config.candidate_config.min_hamming_distance,2,1,D:\codes\Python\CIC\config\candidate\candidate_min_hamming_distance_1.json,1.0
micp1,candidate,objective_bonus,candidate_objective_bonus_0.01,output\param_comp\candidate\candidate_objective_bonus_0.01__problem_micp_1.json,feasible,5757.816667,5757.816667,134.96623063087463,134.96623063087463,1,iterative_config.candidate_config.objective_bonus,0.05,0.01,D:\codes\Python\CIC\config\candidate\candidate_objective_bonus_0.01.json,1.0
micp1,candidate,top_k,candidate_top_k_12,output\param_comp\candidate\candidate_top_k_12__problem_micp_1.json,feasible,5757.816667,5757.816667,167.3584177494049,167.3584177494049,1,iterative_config.candidate_config.top_k,8,12,D:\codes\Python\CIC\config\candidate\candidate_top_k_12.json,1.0
micp1,local,,local_max_start_points_3,output\param_comp\local\local_max_start_points_3__problem_micp_1.json,feasible,5757.816667,5757.816667,131.1965982913971,131.1965982913971,0,,,,D:\codes\Python\CIC\config\local\local_max_start_points_3.json,1.0
micp1,local,max_iter,local_max_iter_50,output\param_comp\local\local_max_iter_50__problem_micp_1.json,feasible,5757.816667,5757.816667,131.62921261787415,131.62921261787415,1,iterative_config.local_refine_config.max_iter,20,50,D:\codes\Python\CIC\config\local\local_max_iter_50.json,1.0
micp1,local,max_start_points,local_max_start_points_1,output\param_comp\local\local_max_start_points_1__problem_micp_1.json,feasible,5757.816667,5757.816667,131.61120057106018,131.61120057106018,1,iterative_config.local_refine_config.max_start_points,3,1,D:\codes\Python\CIC\config\local\local_max_start_points_1.json,1.0
micp1,qaoa,,"qaoa_beta_values_[0.2,0.5]","output\param_comp\qaoa\qaoa_beta_values_[0.2,0.5]__problem_micp_1.json",feasible,5757.816667,5757.816667,136.6321303844452,136.6321303844452,0,,,,"D:\codes\Python\CIC\config\qaoa\qaoa_beta_values_[0.2,0.5].json",1.0
micp1,qaoa,beta_values,"qaoa_beta_values_[0.1,0.3]","output\param_comp\qaoa\qaoa_beta_values_[0.1,0.3]__problem_micp_1.json",feasible,5757.816667,5757.816667,131.51123762130737,131.51123762130737,1,quantum_config.qaoa_config.beta_values,"[0.2, 0.5]","[0.1, 0.3]","D:\codes\Python\CIC\config\qaoa\qaoa_beta_values_[0.1,0.3].json",1.0
micp1,qaoa,gamma_values,"qaoa_gamma_values_[0.1,0.3]","output\param_comp\qaoa\qaoa_gamma_values_[0.1,0.3]__problem_micp_1.json",feasible,5757.816667,5757.816667,138.19215369224548,138.19215369224548,1,quantum_config.qaoa_config.gamma_values,"[0.2, 0.5]","[0.1, 0.3]","D:\codes\Python\CIC\config\qaoa\qaoa_gamma_values_[0.1,0.3].json",1.0
micp1,qaoa,p,qaoa_p_2,output\param_comp\qaoa\qaoa_p_2__problem_micp_1.json,feasible,5757.816667,5757.816667,176.91203355789185,176.91203355789185,1,quantum_config.qaoa_config.p,1,2,D:\codes\Python\CIC\config\qaoa\qaoa_p_2.json,1.0
micp1,qaoa,shots,qaoa_shots_256,output\param_comp\qaoa\qaoa_shots_256__problem_micp_1.json,feasible,5757.816667,5757.816667,178.21635699272156,178.21635699272156,1,quantum_config.qaoa_config.shots,128,256,D:\codes\Python\CIC\config\qaoa\qaoa_shots_256.json,1.0
micp1,qubo,,qubo_elite_weight_0.5,output\param_comp\qubo\qubo_elite_weight_0.5__problem_micp_1.json,feasible,5757.816667,5757.816667,135.09145069122314,135.09145069122314,0,,,,D:\codes\Python\CIC\config\qubo\qubo_elite_weight_0.5.json,1.0
micp1,qubo,elite_weight,qubo_elite_weight_0.2,output\param_comp\qubo\qubo_elite_weight_0.2__problem_micp_1.json,feasible,5757.816667,5757.816667,129.61856126785278,129.61856126785278,1,quantum_config.qubo_config.elite_weight,0.5,0.2,D:\codes\Python\CIC\config\qubo\qubo_elite_weight_0.2.json,1.0
micp1,qubo,exploration_boost,qubo_exploration_boost_1.0,output\param_comp\qubo\qubo_exploration_boost_1.0__problem_micp_1.json,feasible,5757.816667,5757.816667,127.51064610481262,127.51064610481262,1,quantum_config.qubo_config.exploration_boost,0.5,1,D:\codes\Python\CIC\config\qubo\qubo_exploration_boost_1.0.json,1.0
micp1,qubo,hamming_penalty,qubo_hamming_penalty_0.5,output\param_comp\qubo\qubo_hamming_penalty_0.5__problem_micp_1.json,feasible,5757.816667,5757.816667,175.01367616653442,175.01367616653442,1,quantum_config.qubo_config.hamming_penalty,1.5,0.5,D:\codes\Python\CIC\config\qubo\qubo_hamming_penalty_0.5.json,1.0
micp1,qubo,resource_penalty,qubo_resource_penalty_20.0,output\param_comp\qubo\qubo_resource_penalty_20.0__problem_micp_1.json,feasible,5757.816667,5757.816667,181.74773645401,181.74773645401,1,quantum_config.qubo_config.resource_penalty,10,20,D:\codes\Python\CIC\config\qubo\qubo_resource_penalty_20.0.json,1.0
micp1,qubo,tabu_penalty,qubo_tabu_penalty_2.0,output\param_comp\qubo\qubo_tabu_penalty_2.0__problem_micp_1.json,feasible,5757.816667,5757.816667,184.51629757881165,184.51629757881165,1,quantum_config.qubo_config.tabu_penalty,5,2,D:\codes\Python\CIC\config\qubo\qubo_tabu_penalty_2.0.json,1.0
micp2,bias,,bias_reward_step_0.1,output\param_comp\bias\bias_reward_step_0.1__problem_micp_2.json,feasible,16069.392006,16069.392006,301.94980025291443,301.94980025291443,0,,,,D:\codes\Python\CIC\config\bias\bias_reward_step_0.1.json,1.0
micp2,bias,elite_reward_step,bias_elite_reward_step_0.02,output\param_comp\bias\bias_elite_reward_step_0.02__problem_micp_2.json,feasible,16069.392006,16069.392006,329.55918979644775,329.55918979644775,1,iterative_config.bias_update_config.elite_reward_step,0.05,0.02,D:\codes\Python\CIC\config\bias\bias_elite_reward_step_0.02.json,1.0
micp2,bias,pair_penalty_step,bias_pair_penalty_step_0.3,output\param_comp\bias\bias_pair_penalty_step_0.3__problem_micp_2.json,feasible,16069.392006,16069.392006,357.10769176483154,357.10769176483154,1,iterative_config.bias_update_config.pair_penalty_step,0.15,0.3,D:\codes\Python\CIC\config\bias\bias_pair_penalty_step_0.3.json,1.0
micp2,bias,penalty_step,bias_penalty_step_0.1,output\param_comp\bias\bias_penalty_step_0.1__problem_micp_2.json,feasible,16069.392006,16069.392006,292.05411410331726,292.05411410331726,1,iterative_config.bias_update_config.penalty_step,0.2,0.1,D:\codes\Python\CIC\config\bias\bias_penalty_step_0.1.json,1.0
micp2,bias,reward_step,bias_reward_step_0.05,output\param_comp\bias\bias_reward_step_0.05__problem_micp_2.json,feasible,16069.392006,16069.392006,339.28518056869507,339.28518056869507,1,iterative_config.bias_update_config.reward_step,0.1,0.05,D:\codes\Python\CIC\config\bias\bias_reward_step_0.05.json,1.0
micp2,candidate,,candidate_min_hamming_distance_2,output\param_comp\candidate\candidate_min_hamming_distance_2__problem_micp_2.json,feasible,16069.392006,16069.392006,308.9325397014618,308.9325397014618,0,,,,D:\codes\Python\CIC\config\candidate\candidate_min_hamming_distance_2.json,1.0
micp2,candidate,far_bonus,candidate_far_bonus_0.05,output\param_comp\candidate\candidate_far_bonus_0.05__problem_micp_2.json,feasible,16069.392006,16069.392006,317.5038113594055,317.5038113594055,1,iterative_config.candidate_config.far_bonus,0.02,0.05,D:\codes\Python\CIC\config\candidate\candidate_far_bonus_0.05.json,1.0
micp2,candidate,min_far_candidates,candidate_min_far_candidates_4,output\param_comp\candidate\candidate_min_far_candidates_4__problem_micp_2.json,feasible,16069.392006,16069.392006,298.5059118270874,298.5059118270874,1,iterative_config.candidate_config.min_far_candidates,2,4,D:\codes\Python\CIC\config\candidate\candidate_min_far_candidates_4.json,1.0
micp2,candidate,min_hamming_distance,candidate_min_hamming_distance_1,output\param_comp\candidate\candidate_min_hamming_distance_1__problem_micp_2.json,feasible,16069.392006,16069.392006,312.3718888759613,312.3718888759613,1,iterative_config.candidate_config.min_hamming_distance,2,1,D:\codes\Python\CIC\config\candidate\candidate_min_hamming_distance_1.json,1.0
micp2,candidate,objective_bonus,candidate_objective_bonus_0.01,output\param_comp\candidate\candidate_objective_bonus_0.01__problem_micp_2.json,feasible,16069.392006,16069.392006,397.7752823829651,397.7752823829651,1,iterative_config.candidate_config.objective_bonus,0.05,0.01,D:\codes\Python\CIC\config\candidate\candidate_objective_bonus_0.01.json,1.0
micp2,candidate,top_k,candidate_top_k_12,output\param_comp\candidate\candidate_top_k_12__problem_micp_2.json,feasible,16069.392006,16069.392006,355.7946705818176,355.7946705818176,1,iterative_config.candidate_config.top_k,8,12,D:\codes\Python\CIC\config\candidate\candidate_top_k_12.json,1.0
micp2,local,,local_max_start_points_3,output\param_comp\local\local_max_start_points_3__problem_micp_2.json,feasible,16069.392006,16069.392006,313.96363043785095,313.96363043785095,0,,,,D:\codes\Python\CIC\config\local\local_max_start_points_3.json,1.0
micp2,local,max_iter,local_max_iter_50,output\param_comp\local\local_max_iter_50__problem_micp_2.json,feasible,16069.392006,16069.392006,375.85778999328613,375.85778999328613,1,iterative_config.local_refine_config.max_iter,20,50,D:\codes\Python\CIC\config\local\local_max_iter_50.json,1.0
micp2,local,max_start_points,local_max_start_points_5,output\param_comp\local\local_max_start_points_5__problem_micp_2.json,feasible,16069.392006,16069.392006,322.39833068847656,322.39833068847656,1,iterative_config.local_refine_config.max_start_points,3,5,D:\codes\Python\CIC\config\local\local_max_start_points_5.json,1.0
micp2,qaoa,,"qaoa_beta_values_[0.2,0.5]","output\param_comp\qaoa\qaoa_beta_values_[0.2,0.5]__problem_micp_2.json",feasible,16069.392006,16069.392006,335.9805996417999,335.9805996417999,0,,,,"D:\codes\Python\CIC\config\qaoa\qaoa_beta_values_[0.2,0.5].json",1.0
micp2,qaoa,beta_values,"qaoa_beta_values_[0.1,0.3]","output\param_comp\qaoa\qaoa_beta_values_[0.1,0.3]__problem_micp_2.json",feasible,16069.392006,16069.392006,318.2766230106354,318.2766230106354,1,quantum_config.qaoa_config.beta_values,"[0.2, 0.5]","[0.1, 0.3]","D:\codes\Python\CIC\config\qaoa\qaoa_beta_values_[0.1,0.3].json",1.0
micp2,qaoa,gamma_values,"qaoa_gamma_values_[0.5,1.0]","output\param_comp\qaoa\qaoa_gamma_values_[0.5,1.0]__problem_micp_2.json",feasible,16069.392006,16069.392006,443.8631751537323,443.8631751537323,1,quantum_config.qaoa_config.gamma_values,"[0.2, 0.5]","[0.5, 1.0]","D:\codes\Python\CIC\config\qaoa\qaoa_gamma_values_[0.5,1.0].json",1.0
micp2,qaoa,p,qaoa_p_2,output\param_comp\qaoa\qaoa_p_2__problem_micp_2.json,feasible,16069.392006,16069.392006,475.9451148509979,475.9451148509979,1,quantum_config.qaoa_config.p,1,2,D:\codes\Python\CIC\config\qaoa\qaoa_p_2.json,1.0
micp2,qaoa,shots,qaoa_shots_64,output\param_comp\qaoa\qaoa_shots_64__problem_micp_2.json,feasible,16069.392006,16069.392006,463.2810297012329,463.2810297012329,1,quantum_config.qaoa_config.shots,128,64,D:\codes\Python\CIC\config\qaoa\qaoa_shots_64.json,1.0
micp2,qubo,,qubo_exploration_boost_0.5,output\param_comp\qubo\qubo_exploration_boost_0.5__problem_micp_2.json,feasible,16069.392006,16069.392006,354.01965856552124,354.01965856552124,0,,,,D:\codes\Python\CIC\config\qubo\qubo_exploration_boost_0.5.json,1.0
micp2,qubo,elite_weight,qubo_elite_weight_0.2,output\param_comp\qubo\qubo_elite_weight_0.2__problem_micp_2.json,feasible,16069.392006,16069.392006,289.5219032764435,289.5223779678345,1,quantum_config.qubo_config.elite_weight,0.5,0.2,D:\codes\Python\CIC\config\qubo\qubo_elite_weight_0.2.json,1.0
micp2,qubo,exploration_boost,qubo_exploration_boost_0.2,output\param_comp\qubo\qubo_exploration_boost_0.2__problem_micp_2.json,feasible,16069.392006,16069.392006,403.386798620224,403.386798620224,1,quantum_config.qubo_config.exploration_boost,0.5,0.2,D:\codes\Python\CIC\config\qubo\qubo_exploration_boost_0.2.json,1.0
micp2,qubo,hamming_penalty,qubo_hamming_penalty_3.0,output\param_comp\qubo\qubo_hamming_penalty_3.0__problem_micp_2.json,feasible,16069.392006,16069.392006,395.8804738521576,395.8804738521576,1,quantum_config.qubo_config.hamming_penalty,1.5,3,D:\codes\Python\CIC\config\qubo\qubo_hamming_penalty_3.0.json,1.0
